LOCALITY_NAME,POSTCODE,STATE_ABBREVIATION,full_suburb
Claypans,5238,SA,"Claypans, SA, 5238"
Clayton,3168,VIC,"Clayton, VIC, 3168"
Clayton Bay,5256,SA,"Clayton Bay, SA, 5256"
Clayton South,3169,VIC,"Clayton South, VIC, 3169"
Clayton Station,5733,SA,"Clayton Station, SA, 5733"
Clear Creek,2795,NSW,"Clear Creek, NSW, 2795"
Clear Island Waters,4226,QLD,"Clear Island Waters, QLD, 4226"
Clear Lake,3409,VIC,"Clear Lake, VIC, 3409"
Clear Mountain,4500,QLD,"Clear Mountain, QLD, 4500"
Clear Range,2620,NSW,"Clear Range, NSW, 2620"
Clearfield,2469,NSW,"Clearfield, NSW, 2469"
Clearview,5085,SA,"Clearview, SA, 5085"
Cleary,6472,WA,"Cleary, WA, 6472"
Cleland,5152,SA,"Cleland, SA, 5152"
Clemant,4816,QLD,"Clemant, QLD, 4816"
Clematis,3782,VIC,"Clematis, VIC, 3782"
Clements Gap,5523,SA,"Clements Gap, SA, 5523"
Clemton Park,2206,NSW,"Clemton Park, NSW, 2206"
Clergate,2800,NSW,"Clergate, NSW, 2800"
Clermont,4721,QLD,"Clermont, QLD, 4721"
Cleve,5640,SA,"Cleve, SA, 5640"
Cleveland,2530,NSW,"Cleveland, NSW, 2530"
Cleveland,4163,QLD,"Cleveland, QLD, 4163"
Cleveland,7211,TAS,"Cleveland, TAS, 7211"
Clifden,2460,NSW,"Clifden, NSW, 2460"
Clifford,4427,QLD,"Clifford, QLD, 4427"
Cliftleigh,2321,NSW,"Cliftleigh, NSW, 2321"
Clifton,2515,NSW,"Clifton, NSW, 2515"
Clifton,4361,QLD,"Clifton, QLD, 4361"
Clifton Beach,4879,QLD,"Clifton Beach, QLD, 4879"
Clifton Beach,7020,TAS,"Clifton Beach, TAS, 7020"
Clifton Creek,3875,VIC,"Clifton Creek, VIC, 3875"
Clifton Grove,2800,NSW,"Clifton Grove, NSW, 2800"
Clifton Hill,3068,VIC,"Clifton Hill, VIC, 3068"
Clifton Hills Station,5733,SA,"Clifton Hills Station, SA, 5733"
Clifton Springs,3222,VIC,"Clifton Springs, VIC, 3222"
Clinton,4680,QLD,"Clinton, QLD, 4680"
Clinton,5570,SA,"Clinton, SA, 5570"
Clinton Centre,5570,SA,"Clinton Centre, SA, 5570"
Clintonvale,4370,QLD,"Clintonvale, QLD, 4370"
Clonbinane,3658,VIC,"Clonbinane, VIC, 3658"
Cloncurry,4824,QLD,"Cloncurry, QLD, 4824"
Clontarf,2093,NSW,"Clontarf, NSW, 2093"
Clontarf,4019,QLD,"Clontarf, QLD, 4019"
Clontarf,4357,QLD,"Clontarf, QLD, 4357"
Closeburn,4520,QLD,"Closeburn, QLD, 4520"
Clothiers Creek,2484,NSW,"Clothiers Creek, NSW, 2484"
Clouds Creek,2453,NSW,"Clouds Creek, NSW, 2453"
Clovass,2480,NSW,"Clovass, NSW, 2480"
Clovelly,2031,NSW,"Clovelly, NSW, 2031"
Clovelly Park,5042,SA,"Clovelly Park, SA, 5042"
Clover Flat,3315,VIC,"Clover Flat, VIC, 3315"
Cloverdale,6105,WA,"Cloverdale, WA, 6105"
Cloverlea,3822,VIC,"Cloverlea, VIC, 3822"
Cloyna,4605,QLD,"Cloyna, QLD, 4605"
Cluan,7303,TAS,"Cluan, TAS, 7303"
Club Terrace,3889,VIC,"Club Terrace, VIC, 3889"
Cluden,4811,QLD,"Cluden, QLD, 4811"
Clumber,4309,QLD,"Clumber, QLD, 4309"
Clunes,2480,NSW,"Clunes, NSW, 2480"
Clunes,3370,VIC,"Clunes, VIC, 3370"
Clybucca,2440,NSW,"Clybucca, NSW, 2440"
Clyde,2142,NSW,"Clyde, NSW, 2142"
Clyde,3978,VIC,"Clyde, VIC, 3978"
Clyde North,3978,VIC,"Clyde North, VIC, 3978"
Clydebank,3851,VIC,"Clydebank, VIC, 3851"
Clydesdale,2330,NSW,"Clydesdale, NSW, 2330"
Clydesdale,3461,VIC,"Clydesdale, VIC, 3461"
Coal Creek,4312,QLD,"Coal Creek, QLD, 4312"
Coal Point,2283,NSW,"Coal Point, NSW, 2283"
Coalbank,4352,QLD,"Coalbank, QLD, 4352"
Coalcliff,2508,NSW,"Coalcliff, NSW, 2508"
Coaldale,2460,NSW,"Coaldale, NSW, 2460"
Coalfalls,4305,QLD,"Coalfalls, QLD, 4305"
Coalstoun Lakes,4621,QLD,"Coalstoun Lakes, QLD, 4621"
Coalville,3825,VIC,"Coalville, VIC, 3825"
Coasters Retreat,2108,NSW,"Coasters Retreat, NSW, 2108"
Cobains,3851,VIC,"Cobains, VIC, 3851"
Cobaki,2486,NSW,"Cobaki, NSW, 2486"
Cobaki Lakes,2486,NSW,"Cobaki Lakes, NSW, 2486"
Cobar,2835,NSW,"Cobar, NSW, 2835"
Cobar Park,2790,NSW,"Cobar Park, NSW, 2790"
Cobargo,2550,NSW,"Cobargo, NSW, 2550"
Cobark,2422,NSW,"Cobark, NSW, 2422"
Cobaw,3442,VIC,"Cobaw, VIC, 3442"
Cobbadah,2347,NSW,"Cobbadah, NSW, 2347"
Cobbannah,3862,VIC,"Cobbannah, VIC, 3862"
Cobberas,3900,VIC,"Cobberas, VIC, 3900"
Cobbitty,2570,NSW,"Cobbitty, NSW, 2570"
Cobblebank,3338,VIC,"Cobblebank, VIC, 3338"
Cobbora,2844,NSW,"Cobbora, NSW, 2844"
Cobbs Hill,4605,QLD,"Cobbs Hill, QLD, 4605"
Cobden,3266,VIC,"Cobden, VIC, 3266"
Cobdogla,5346,SA,"Cobdogla, SA, 5346"
Coblinine,6317,WA,"Coblinine, WA, 6317"
Cobraball,4703,QLD,"Cobraball, QLD, 4703"
Cobram,3644,VIC,"Cobram, VIC, 3644"
Cobram East,3644,VIC,"Cobram East, VIC, 3644"
Cobramunga,2732,NSW,"Cobramunga, NSW, 2732"
Cobrico,3266,VIC,"Cobrico, VIC, 3266"
Cobungra,3898,VIC,"Cobungra, VIC, 3898"
Coburg,3058,VIC,"Coburg, VIC, 3058"
Coburg North,3058,VIC,"Coburg North, VIC, 3058"
Cocamba,3546,VIC,"Cocamba, VIC, 3546"
Cocata,5654,SA,"Cocata, SA, 5654"
Cochranes Creek,3475,VIC,"Cochranes Creek, VIC, 3475"
Cockaleechie,5631,SA,"Cockaleechie, SA, 5631"
Cockatoo,3781,VIC,"Cockatoo, VIC, 3781"
Cockatoo,4419,QLD,"Cockatoo, QLD, 4419"
Cockatoo Valley,5351,SA,"Cockatoo Valley, SA, 5351"
Cockburn,5440,SA,"Cockburn, SA, 5440"
Cockburn Central,6164,WA,"Cockburn Central, WA, 6164"
Cocklebiddy,6443,WA,"Cocklebiddy, WA, 6443"
Cockwhy,2539,NSW,"Cockwhy, NSW, 2539"
Coconut Grove,810,NT,"Coconut Grove, NT, 810"
Coconuts,4860,QLD,"Coconuts, QLD, 4860"
Cocoroc,3030,VIC,"Cocoroc, VIC, 3030"
Codjatotine,6308,WA,"Codjatotine, WA, 6308"
Codrington,2471,NSW,"Codrington, NSW, 2471"
Codrington,3285,VIC,"Codrington, VIC, 3285"
Coen,4892,QLD,"Coen, QLD, 4892"
Coes Creek,4560,QLD,"Coes Creek, QLD, 4560"
Coffee Camp,2480,NSW,"Coffee Camp, NSW, 2480"
Coffin Bay,5607,SA,"Coffin Bay, SA, 5607"
Coffs Harbour,2450,NSW,"Coffs Harbour, NSW, 2450"
Coggan,2849,NSW,"Coggan, NSW, 2849"
Coghills Creek,3364,VIC,"Coghills Creek, VIC, 3364"
Cogra Bay,2083,NSW,"Cogra Bay, NSW, 2083"
Cohuna,3568,VIC,"Cohuna, VIC, 3568"
Coila,2537,NSW,"Coila, NSW, 2537"
Coimadai,3340,VIC,"Coimadai, VIC, 3340"
Cokum,3542,VIC,"Cokum, VIC, 3542"
Colac,3250,VIC,"Colac, VIC, 3250"
Colac Colac,3707,VIC,"Colac Colac, VIC, 3707"
Colac East,3250,VIC,"Colac East, VIC, 3250"
Colac West,3250,VIC,"Colac West, VIC, 3250"
Colbinabbin,3559,VIC,"Colbinabbin, VIC, 3559"
Colbrook,3342,VIC,"Colbrook, VIC, 3342"
Cold Harbour,6302,WA,"Cold Harbour, WA, 6302"
Coldstream,2462,NSW,"Coldstream, NSW, 2462"
Coldstream,3770,VIC,"Coldstream, VIC, 3770"
Coleambally,2707,NSW,"Coleambally, NSW, 2707"
Colebatch,5266,SA,"Colebatch, SA, 5266"
Colebee,2761,NSW,"Colebee, NSW, 2761"
Colebrook,7027,TAS,"Colebrook, TAS, 7027"
Coledale,2515,NSW,"Coledale, NSW, 2515"
Coleraine,3315,VIC,"Coleraine, VIC, 3315"
Coles,5272,SA,"Coles, SA, 5272"
Coles Bay,7215,TAS,"Coles Bay, TAS, 7215"
Coles Creek,4570,QLD,"Coles Creek, QLD, 4570"
Colevale,4808,QLD,"Colevale, QLD, 4808"
Coleyville,4307,QLD,"Coleyville, QLD, 4307"
Colignan,3494,VIC,"Colignan, VIC, 3494"
Colinroobie,2700,NSW,"Colinroobie, NSW, 2700"
Colinton,2626,NSW,"Colinton, NSW, 2626"
Colinton,4314,QLD,"Colinton, QLD, 4314"
Collanilling,6315,WA,"Collanilling, WA, 6315"
Collarenebri,2833,NSW,"Collarenebri, NSW, 2833"
Collaroy,2097,NSW,"Collaroy, NSW, 2097"
Collaroy,4707,QLD,"Collaroy, QLD, 4707"
Collaroy Plateau,2097,NSW,"Collaroy Plateau, NSW, 2097"
Collector,2581,NSW,"Collector, NSW, 2581"
College Grove,6230,WA,"College Grove, WA, 6230"
College Park,5069,SA,"College Park, SA, 5069"
College View,4343,QLD,"College View, QLD, 4343"
Collendina,2646,NSW,"Collendina, NSW, 2646"
Collerina,2839,NSW,"Collerina, NSW, 2839"
Collett Creek,822,NT,"Collett Creek, NT, 822"
Colley,5671,SA,"Colley, SA, 5671"
Collie,2827,NSW,"Collie, NSW, 2827"
Collie,6225,WA,"Collie, WA, 6225"
Collie Burn,6225,WA,"Collie Burn, WA, 6225"
Collingullie,2650,NSW,"Collingullie, NSW, 2650"
Collingwood,2850,NSW,"Collingwood, NSW, 2850"
Collingwood,3066,VIC,"Collingwood, VIC, 3066"
Collingwood Heights,6330,WA,"Collingwood Heights, WA, 6330"
Collingwood Park,4301,QLD,"Collingwood Park, QLD, 4301"
Collingwood Park,6330,WA,"Collingwood Park, WA, 6330"
Collins,6260,WA,"Collins, WA, 6260"
Collins Creek,2474,NSW,"Collins Creek, NSW, 2474"
Collinsfield,5555,SA,"Collinsfield, SA, 5555"
Collinsvale,7012,TAS,"Collinsvale, TAS, 7012"
Collinsville,4804,QLD,"Collinsville, QLD, 4804"
Collinsville,5418,SA,"Collinsville, SA, 5418"
Collinswood,5081,SA,"Collinswood, SA, 5081"
Collombatti,2440,NSW,"Collombatti, NSW, 2440"
Collum Collum,2460,NSW,"Collum Collum, NSW, 2460"
Colly Blue,2343,NSW,"Colly Blue, NSW, 2343"
Colo,2756,NSW,"Colo, NSW, 2756"
Colo,2795,NSW,"Colo, NSW, 2795"
Colo Heights,2756,NSW,"Colo Heights, NSW, 2756"
Colo Vale,2575,NSW,"Colo Vale, NSW, 2575"
Colonel Light Gardens,5041,SA,"Colonel Light Gardens, SA, 5041"
Colongra,2262,NSW,"Colongra, NSW, 2262"
Colosseum,4677,QLD,"Colosseum, QLD, 4677"
Colton,5670,SA,"Colton, SA, 5670"
Columbia,4820,QLD,"Columbia, QLD, 4820"
Columboola,4415,QLD,"Columboola, QLD, 4415"
Colyton,2760,NSW,"Colyton, NSW, 2760"
Comara,2440,NSW,"Comara, NSW, 2440"
Comaum,5277,SA,"Comaum, SA, 5277"
Combaning,2666,NSW,"Combaning, NSW, 2666"
Combara,2829,NSW,"Combara, NSW, 2829"
Comberton,2540,NSW,"Comberton, NSW, 2540"
Combienbar,3889,VIC,"Combienbar, VIC, 3889"
Combo,2330,NSW,"Combo, NSW, 2330"
Comboyne,2429,NSW,"Comboyne, NSW, 2429"
Come By Chance,2832,NSW,"Come By Chance, NSW, 2832"
Comerong Island,2540,NSW,"Comerong Island, NSW, 2540"
Comet,4702,QLD,"Comet, QLD, 4702"
Commissariat Point,5700,SA,"Commissariat Point, SA, 5700"
Commissioners Creek,2484,NSW,"Commissioners Creek, NSW, 2484"
Commissioners Flat,4514,QLD,"Commissioners Flat, QLD, 4514"
Commodine,6311,WA,"Commodine, WA, 6311"
Como,2226,NSW,"Como, NSW, 2226"
Como,4571,QLD,"Como, QLD, 4571"
Como,6152,WA,"Como, WA, 6152"
Comobella,2820,NSW,"Comobella, NSW, 2820"
Comoon Loop,4858,QLD,"Comoon Loop, QLD, 4858"
Compton,5291,SA,"Compton, SA, 5291"
Cona Creek,4722,QLD,"Cona Creek, QLD, 4722"
Conara,7211,TAS,"Conara, TAS, 7211"
Conargo,2710,NSW,"Conargo, NSW, 2710"
Concongella,3384,VIC,"Concongella, VIC, 3384"
Concord,2137,NSW,"Concord, NSW, 2137"
Concord West,2138,NSW,"Concord West, NSW, 2138"
Concordia,5118,SA,"Concordia, SA, 5118"
Condah,3303,VIC,"Condah, VIC, 3303"
Condah Swamp,3286,VIC,"Condah Swamp, VIC, 3286"
Condamine,4416,QLD,"Condamine, QLD, 4416"
Condamine Farms,4357,QLD,"Condamine Farms, QLD, 4357"
Condamine Plains,4352,QLD,"Condamine Plains, QLD, 4352"
Condell Park,2200,NSW,"Condell Park, NSW, 2200"
Conder,2906,ACT,"Conder, ACT, 2906"
Condingup,6450,WA,"Condingup, WA, 6450"
Condobolin,2877,NSW,"Condobolin, NSW, 2877"
Condon,4815,QLD,"Condon, QLD, 4815"
Condong,2484,NSW,"Condong, NSW, 2484"
Condowie,5464,SA,"Condowie, SA, 5464"
Coneac,2422,NSW,"Coneac, NSW, 2422"
Congarinni,2447,NSW,"Congarinni, NSW, 2447"
Congarinni North,2447,NSW,"Congarinni North, NSW, 2447"
Congewai,2325,NSW,"Congewai, NSW, 2325"
Congo,2537,NSW,"Congo, NSW, 2537"
Congupna,3633,VIC,"Congupna, VIC, 3633"
Conimbia,2829,NSW,"Conimbia, NSW, 2829"
Coningham,7054,TAS,"Coningham, TAS, 7054"
Coniston,2500,NSW,"Coniston, NSW, 2500"
Conjola,2539,NSW,"Conjola, NSW, 2539"
Conjola Park,2539,NSW,"Conjola Park, NSW, 2539"
Conjuboy,4871,QLD,"Conjuboy, QLD, 4871"
Conmurra,5272,SA,"Conmurra, SA, 5272"
Connellan,873,NT,"Connellan, NT, 873"
Connells Point,2221,NSW,"Connells Point, NSW, 2221"
Connellys Marsh,7173,TAS,"Connellys Marsh, TAS, 7173"
Connewarre,3227,VIC,"Connewarre, VIC, 3227"
Connewirricoo,3318,VIC,"Connewirricoo, VIC, 3318"
Connolly,6027,WA,"Connolly, WA, 6027"
Conondale,4552,QLD,"Conondale, QLD, 4552"
Constitution Hill,2145,NSW,"Constitution Hill, NSW, 2145"
Consuelo,4702,QLD,"Consuelo, QLD, 4702"
Contine,6311,WA,"Contine, WA, 6311"
Conway,4800,QLD,"Conway, QLD, 4800"
Conway Beach,4800,QLD,"Conway Beach, QLD, 4800"
Coober Pedy,5723,SA,"Coober Pedy, SA, 5723"
Coobowie,5583,SA,"Coobowie, SA, 5583"
Coochiemudlo Island,4184,QLD,"Coochiemudlo Island, QLD, 4184"
Coochin,4310,QLD,"Coochin, QLD, 4310"
Coochin Creek,4519,QLD,"Coochin Creek, QLD, 4519"
Coodanup,6210,WA,"Coodanup, WA, 6210"
Cooee,7320,TAS,"Cooee, TAS, 7320"
Cooee Bay,4703,QLD,"Cooee Bay, QLD, 4703"
Cooeeimbardi,4313,QLD,"Cooeeimbardi, QLD, 4313"
Coogee,2034,NSW,"Coogee, NSW, 2034"
Coogee,6166,WA,"Coogee, WA, 6166"
Coojar,3315,VIC,"Coojar, VIC, 3315"
Cook,2614,ACT,"Cook, ACT, 2614"
Cookamidgera,2870,NSW,"Cookamidgera, NSW, 2870"
Cookardinia,2650,NSW,"Cookardinia, NSW, 2650"
Cooke Plains,5261,SA,"Cooke Plains, SA, 5261"
Cookernup,6219,WA,"Cookernup, WA, 6219"
Cooks Gap,2850,NSW,"Cooks Gap, NSW, 2850"
Cooks Hill,2300,NSW,"Cooks Hill, NSW, 2300"
Cooks Myalls,2870,NSW,"Cooks Myalls, NSW, 2870"
Cooktown,4895,QLD,"Cooktown, QLD, 4895"
Coolabah,2831,NSW,"Coolabah, NSW, 2831"
Coolabine,4574,QLD,"Coolabine, QLD, 4574"
Coolabunia,4610,QLD,"Coolabunia, QLD, 4610"
Coolac,2727,NSW,"Coolac, NSW, 2727"
Cooladar Hill,6638,WA,"Cooladar Hill, WA, 6638"
Cooladdi,4479,QLD,"Cooladdi, QLD, 4479"
Coolagolite,2550,NSW,"Coolagolite, NSW, 2550"
Coolah,2843,NSW,"Coolah, NSW, 2843"
Coolalinga,839,NT,"Coolalinga, NT, 839"
Coolamon,2701,NSW,"Coolamon, NSW, 2701"
Coolana,4311,QLD,"Coolana, QLD, 4311"
Coolangatta,2535,NSW,"Coolangatta, NSW, 2535"
Coolangatta,4225,QLD,"Coolangatta, QLD, 4225"
Coolaroo,3048,VIC,"Coolaroo, VIC, 3048"
Coolatai,2402,NSW,"Coolatai, NSW, 2402"
Coolbellup,6163,WA,"Coolbellup, WA, 6163"
Coolbie,4850,QLD,"Coolbie, QLD, 4850"
Coolbinia,6050,WA,"Coolbinia, WA, 6050"
Coolcalalaya,6532,WA,"Coolcalalaya, WA, 6532"
Cooleys Creek,2729,NSW,"Cooleys Creek, NSW, 2729"
Coolgardie,2478,NSW,"Coolgardie, NSW, 2478"
Coolgardie,6429,WA,"Coolgardie, WA, 6429"
Coolillie,5670,SA,"Coolillie, SA, 5670"
Cooljarloo,6507,WA,"Cooljarloo, WA, 6507"
Coolmunda,4387,QLD,"Coolmunda, QLD, 4387"
Coolongolook,2423,NSW,"Coolongolook, NSW, 2423"
Cooloola,4580,QLD,"Cooloola, QLD, 4580"
Cooloola Cove,4580,QLD,"Cooloola Cove, QLD, 4580"
Cooloolabin,4560,QLD,"Cooloolabin, QLD, 4560"
Cooloongup,6168,WA,"Cooloongup, WA, 6168"
Coolringdon,2630,NSW,"Coolringdon, NSW, 2630"
Cooltong,5341,SA,"Cooltong, SA, 5341"
Coolum Beach,4573,QLD,"Coolum Beach, QLD, 4573"
Coolumbooka,2632,NSW,"Coolumbooka, NSW, 2632"
Coolumburra,2622,NSW,"Coolumburra, NSW, 2622"
Coolup,6214,WA,"Coolup, WA, 6214"
Cooma,2630,NSW,"Cooma, NSW, 2630"
Cooma,3616,VIC,"Cooma, VIC, 3616"
Coomalbidgup,6450,WA,"Coomalbidgup, WA, 6450"
Coomalie Creek,822,NT,"Coomalie Creek, NT, 822"
Coomandook,5261,SA,"Coomandook, SA, 5261"
Coomba Bay,2428,NSW,"Coomba Bay, NSW, 2428"
Coomba Park,2428,NSW,"Coomba Park, NSW, 2428"
Coombabah,4216,QLD,"Coombabah, QLD, 4216"
Coombadjha,2460,NSW,"Coombadjha, NSW, 2460"
Coombe,5267,SA,"Coombe, SA, 5267"
Coombell,2470,NSW,"Coombell, NSW, 2470"
Coomberdale,6512,WA,"Coomberdale, WA, 6512"
Coomboona,3629,VIC,"Coomboona, VIC, 3629"
Coombs,2611,ACT,"Coombs, ACT, 2611"
Coomealla,2717,NSW,"Coomealla, NSW, 2717"
Coomera,4209,QLD,"Coomera, QLD, 4209"
Coominglah,4630,QLD,"Coominglah, QLD, 4630"
Coominglah Forest,4630,QLD,"Coominglah Forest, QLD, 4630"
Coominya,4311,QLD,"Coominya, QLD, 4311"
Coomoo,4702,QLD,"Coomoo, QLD, 4702"
Coomoo Coomoo,2343,NSW,"Coomoo Coomoo, NSW, 2343"
Coomoora,3461,VIC,"Coomoora, VIC, 3461"
Coomooroo,5431,SA,"Coomooroo, SA, 5431"
Coomrith,4422,QLD,"Coomrith, QLD, 4422"
Coomunga,5607,SA,"Coomunga, SA, 5607"
Coonabarabran,2357,NSW,"Coonabarabran, NSW, 2357"
Coonabidgee,6503,WA,"Coonabidgee, WA, 6503"
Coonalpyn,5265,SA,"Coonalpyn, SA, 5265"
Coonamble,2829,NSW,"Coonamble, NSW, 2829"
Coonambula,4626,QLD,"Coonambula, QLD, 4626"
Coonamia,5540,SA,"Coonamia, SA, 5540"
Coonarr,4670,QLD,"Coonarr, QLD, 4670"
Coonawarra,5263,SA,"Coonawarra, SA, 5263"
Coonawarra,820,NT,"Coonawarra, NT, 820"
Coondambo,5719,SA,"Coondambo, SA, 5719"
Coondle,6566,WA,"Coondle, WA, 6566"
Coondoo,4570,QLD,"Coondoo, QLD, 4570"
Cooneys Creek,2726,NSW,"Cooneys Creek, NSW, 2726"
Coongbar,2469,NSW,"Coongbar, NSW, 2469"
Coongoola,4490,QLD,"Coongoola, QLD, 4490"
Coongulla,3860,VIC,"Coongulla, VIC, 3860"
Coonooer Bridge,3477,VIC,"Coonooer Bridge, VIC, 3477"
Coonooer West,3477,VIC,"Coonooer West, VIC, 3477"
Cooperabung,2441,NSW,"Cooperabung, NSW, 2441"
Coopernook,2426,NSW,"Coopernook, NSW, 2426"
Coopers Creek,3825,VIC,"Coopers Creek, VIC, 3825"
Coopers Gully,2550,NSW,"Coopers Gully, NSW, 2550"
Coopers Plains,4108,QLD,"Coopers Plains, QLD, 4108"
Coopers Shoot,2479,NSW,"Coopers Shoot, NSW, 2479"
Cooplacurripa,2424,NSW,"Cooplacurripa, NSW, 2424"
Coorabell,2479,NSW,"Coorabell, NSW, 2479"
Coorabie,5690,SA,"Coorabie, SA, 5690"
Coorada,4420,QLD,"Coorada, QLD, 4420"
Cooran,4569,QLD,"Cooran, QLD, 4569"
Cooranbong,2265,NSW,"Cooranbong, NSW, 2265"
Cooranga,4408,QLD,"Cooranga, QLD, 4408"
Cooriemungle,3268,VIC,"Cooriemungle, VIC, 3268"
Cooroibah,4565,QLD,"Cooroibah, QLD, 4565"
Coorong,5264,SA,"Coorong, SA, 5264"
Cooroo Lands,4860,QLD,"Cooroo Lands, QLD, 4860"
Coorooman,4702,QLD,"Coorooman, QLD, 4702"
Coorow,6515,WA,"Coorow, WA, 6515"
Cooroy,4563,QLD,"Cooroy, QLD, 4563"
Cooroy Mountain,4563,QLD,"Cooroy Mountain, QLD, 4563"
Coorparoo,4151,QLD,"Coorparoo, QLD, 4151"
Coorumba,4860,QLD,"Coorumba, QLD, 4860"
Coorumbene,4702,QLD,"Coorumbene, QLD, 4702"
Cootamundra,2590,NSW,"Cootamundra, NSW, 2590"
Cootharaba,4565,QLD,"Cootharaba, QLD, 4565"
Cootra,5650,SA,"Cootra, SA, 5650"
Cootralantra,2628,NSW,"Cootralantra, NSW, 2628"
Coowonga,4702,QLD,"Coowonga, QLD, 4702"
Cooya Beach,4873,QLD,"Cooya Beach, QLD, 4873"
Cooya Pooya,6714,WA,"Cooya Pooya, WA, 6714"
Cooyal,2850,NSW,"Cooyal, NSW, 2850"
Cooyar,4402,QLD,"Cooyar, QLD, 4402"
Cooyerdoo,5611,SA,"Cooyerdoo, SA, 5611"
Copacabana,2251,NSW,"Copacabana, NSW, 2251"
Cope,2852,NSW,"Cope, NSW, 2852"
Cope Cope,3480,VIC,"Cope Cope, VIC, 3480"
Copeland,2422,NSW,"Copeland, NSW, 2422"
Copeton,2360,NSW,"Copeton, NSW, 2360"
Copeville,5308,SA,"Copeville, SA, 5308"
Copley,5732,SA,"Copley, SA, 5732"
Copley,6562,WA,"Copley, WA, 6562"
Copmanhurst,2460,NSW,"Copmanhurst, NSW, 2460"
Coppabella,2644,NSW,"Coppabella, NSW, 2644"
Coppabella,4741,QLD,"Coppabella, QLD, 4741"
Copperhannia,2795,NSW,"Copperhannia, NSW, 2795"
Copping,7174,TAS,"Copping, TAS, 7174"
Coquette Point,4860,QLD,"Coquette Point, QLD, 4860"
Cora Lynn,3814,VIC,"Cora Lynn, VIC, 3814"
Corack,3480,VIC,"Corack, VIC, 3480"
Corack East,3480,VIC,"Corack East, VIC, 3480"
Coragulac,3249,VIC,"Coragulac, VIC, 3249"
Coraki,2471,NSW,"Coraki, NSW, 2471"
Coral Bank,3691,VIC,"Coral Bank, VIC, 3691"
Coral Bay,6701,WA,"Coral Bay, WA, 6701"
Coral Cove,4670,QLD,"Coral Cove, QLD, 4670"
Coral Sea,4740,QLD,"Coral Sea, QLD, 4740"
Coralie,4871,QLD,"Coralie, QLD, 4871"
Coralville,2443,NSW,"Coralville, NSW, 2443"
Coramba,2450,NSW,"Coramba, NSW, 2450"
Corang,2622,NSW,"Corang, NSW, 2622"
Corangula,2440,NSW,"Corangula, NSW, 2440"
Corbie Hill,2705,NSW,"Corbie Hill, NSW, 2705"
Corbould Park,4551,QLD,"Corbould Park, QLD, 4551"
Cordalba,4660,QLD,"Cordalba, QLD, 4660"
Cordeaux Heights,2526,NSW,"Cordeaux Heights, NSW, 2526"
Cordelia,4850,QLD,"Cordelia, QLD, 4850"
Cordillo Downs,5731,SA,"Cordillo Downs, SA, 5731"
Coree,2611,ACT,"Coree, ACT, 2611"
Coree,2710,NSW,"Coree, NSW, 2710"
Coreen,2646,NSW,"Coreen, NSW, 2646"
Corella,4570,QLD,"Corella, QLD, 4570"
Corfield,4733,QLD,"Corfield, QLD, 4733"
Corinda,4075,QLD,"Corinda, QLD, 4075"
Corindhap,3352,VIC,"Corindhap, VIC, 3352"
Corindi Beach,2456,NSW,"Corindi Beach, NSW, 2456"
Corinella,2871,NSW,"Corinella, NSW, 2871"
Corinella,3984,VIC,"Corinella, VIC, 3984"
Coringa,4621,QLD,"Coringa, QLD, 4621"
Corinthia,6426,WA,"Corinthia, WA, 6426"
Corio,3214,VIC,"Corio, VIC, 3214"
Corlette,2315,NSW,"Corlette, NSW, 2315"
Corndale,2480,NSW,"Corndale, NSW, 2480"
Corndale,3311,VIC,"Corndale, VIC, 3311"
Corndale,4610,QLD,"Corndale, QLD, 4610"
Cornella,3551,VIC,"Cornella, VIC, 3551"
Corney Town,2790,NSW,"Corney Town, NSW, 2790"
Cornish Creek,4732,QLD,"Cornish Creek, QLD, 4732"
Cornishtown,3683,VIC,"Cornishtown, VIC, 3683"
Cornubia,4130,QLD,"Cornubia, QLD, 4130"
Cornwall,4455,QLD,"Cornwall, QLD, 4455"
Cornwall,7215,TAS,"Cornwall, TAS, 7215"
Cornwallis,2756,NSW,"Cornwallis, NSW, 2756"
Corny Point,5575,SA,"Corny Point, SA, 5575"
Corobimilla,2700,NSW,"Corobimilla, NSW, 2700"
Coromandel East,5157,SA,"Coromandel East, SA, 5157"
Coromandel Valley,5051,SA,"Coromandel Valley, SA, 5051"
Coronet Bay,3984,VIC,"Coronet Bay, VIC, 3984"
Corop,3559,VIC,"Corop, VIC, 3559"
Cororooke,3254,VIC,"Cororooke, VIC, 3254"
Corowa,2646,NSW,"Corowa, NSW, 2646"
Corrabare,2325,NSW,"Corrabare, NSW, 2325"
Corrigin,6375,WA,"Corrigin, WA, 6375"
Corrimal,2518,NSW,"Corrimal, NSW, 2518"
Corringle,3888,VIC,"Corringle, VIC, 3888"
Corrong,2711,NSW,"Corrong, NSW, 2711"
Corrowong,2633,NSW,"Corrowong, NSW, 2633"
Corryong,3707,VIC,"Corryong, VIC, 3707"
Cortlinye,5641,SA,"Cortlinye, SA, 5641"
Corunna,2546,NSW,"Corunna, NSW, 2546"
Corunna Station,5611,SA,"Corunna Station, SA, 5611"
Corunnun,3249,VIC,"Corunnun, VIC, 3249"
Corymbia,4513,QLD,"Corymbia, QLD, 4513"
Cosgrove,3631,VIC,"Cosgrove, VIC, 3631"
Cosgrove,4818,QLD,"Cosgrove, QLD, 4818"
